Line	POP_CODE	Caste system	Family	Genus	Species	Colony Tag	Samples	Year	Month	Day	Locality	Country	Type	n_colonies	n_colonies	n_collections	Method	n_eggs_M	n_eggs_F	SR_eggs	n_larvae_M	n_larvae_F	n_workers_M	n_workers_F	SR_workers	n_soldiers_M	n_soldiers_F	SR_soldiers	n_immatures_M	n_immatures_F	SR_immatures	n_forked_neuters_NO_soldiers_M	n_forked_neuters_NO_soldiers_F	SR_forked_neuters_NO_soldiers	n_forked_neuters_WITH_soldiers_M	n_forked_neuters_WITH_soldiers_F	SR_forked_neuters_WITH_soldiers	n_nymphs_M	n_nymphs_F	SR_nymphs	n_linear_immatures_&_soldiers_M	n_linear_immatures_&_soldiers_F	SR_linear_immatures_soldiers	n_neotenics_M	n_neotenics_F	n_neotenicsX_M	n_neotenicsX_F	n_primaries_M	n_primaries_F	n_alates_M	n_alates_F	n_alates_tot	alate_type	SR_alates	n_nymphs+alates_M	n_nymphs+alates_F	Reproductives in the nest	Colony-level_linear_forked	n_males	n_females	n_tot	SR (prop_fem)	References	Comments on reference	Additional comments on data
427	H_Cop1	Bifurcated	Heterotermitidae	Coptotermes	sp. A	Site B	1	1994-1995			Mata do Buraquinho, Para’ba	Brazil	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	226	310	536	Flown	0.578358209				Alates	226	310	536	0.578358209	Medeiros et al. 1999: Table 5	Additional data (not taken here) available in published paper: n too low ( below 10)	
428	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	1	1	1968	May	9	New Orleans, Louisiana	USA	Total	Single collection, single colony	1	1																																		398	44	442	Unflown	0.1				Alates	398	44	442	0.1	King 1971: 108		
429	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	2	1	1968	May	20	New Orleans, Louisiana	USA	Total	Single collection, single colony	1	1																																		1372	1080	2452	Unflown	0.44045677				Alates	1372	1080	2452	0.44045677	King 1971: 108		
430	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	3	1	1969	May	30	New Orleans, Louisiana	USA	Total	Single collection, single colony	1	1																																		998	400	1398	Unflown	0.286123033				Alates	998	400	1398	0.286123033	King 1971: 108		
431	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	4	1	1970	May	8	New Orleans, Louisiana	USA	Total	Single collection, single colony	1	1																																		318	313	631	Unflown	0.496038035				Alates	318	313	631	0.496038035	King 1971: 108		
432	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	5	1	1969	April	18	New Orleans, Louisiana	USA	Total	Single collection, single colony	1	1																						117	11														0					Nymphs	117	11	128	0.0859375	King 1971: 108		
433	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA	1	1970	May	4	New Orleans, Louisiana	USA	Sample	Possibly several colonies	++?	++?	Light trap																																	56	44	100	Flown	0.44				Alates	56	44	100	0.44	King 1971: 108		
434	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA	1	1970	May	15	New Orleans, Louisiana	USA	Sample	Possibly several colonies	++?	++?	Light trap																																	49	57	106	Flown	0.54				Alates	49	57	106	0.54	King 1971: 108		
435	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA	1	1970	May	26	New Orleans, Louisiana	USA	Sample	Possibly several colonies	++?	++?	Light trap																																	58	42	100	Flown	0.42				Alates	58	42	100	0.42	King 1971: 108		
436	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA	1	1970	June	4	New Orleans, Louisiana	USA	Sample	Possibly several colonies	++?	++?	Light trap																																	55	45	100	Flown	0.45				Alates	55	45	100	0.45	King 1971: 108		
437	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA	1	1980				USA	Sample	Possibly several colonies	++?	++?																																		796	764	1560	Flown	0.49				Alates	796	764	1560	0.49	J. P. La Fage, unpubl. In Jones et al. (1988)		
438	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	6	1	1980				USA	Total	Several collections, single colony	1	5																																		4740	1805	6545	Flown	0.27578304				Alates	4740	1805	6545	0.27578304	J. P. La Fage, unpubl. In Jones et al. (1988)		
439	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA	1	1980				USA	Sample	Possibly several colonies	++?	++?																																		796	764	1560	Flown	0.49				Alates	796	764	1560	0.49	J. P. La Fage, unpubl. In Jones et al. (1988)		
440	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	7	1	1981				USA	Sample	Single collection, single colony	1	1																																		126	74	200	Flown	0.37				Alates	126	74	200	0.37	R. W. Howard, unpubl. In Jones et al. (1988)		
441	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	8	1	1981				USA	Sample	Several collections, single colony	1	++																																		623	77	700	Flown	0.11				Alates	623	77	700	0.11	R. W. Howard & S. C. Jones, unpubl. In Jones et al. (1988)		
442	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	9	1	1982				USA	Sample	Single collection, single colony	1	1													27	13		27	13	0.32																			0					NA	NA	NA	NA	NA	S. C. Jones, unpubl. In Jones et al. (1988)	immatures only	
443	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	10	1	1982				USA	Total	Single collection, single colony	1	1																																		232	10	242	Unflown	0.04				Alates	232	10	242	0.04	S. C. Jones & G. N. Johnson, unpubl. In Jones et al. (1988)		
444	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA	NA	1982				USA	Sample	Several collections, several colonies	++	++																																		603	402	1005	Flown	0.4				Alates	603	402	1005	0.4	C. R. Thompson & S. C. Jones, unpubl. In Jones et al. (1988)		
445	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	11	1	1984				USA	Sample	Single collection, single colony	1	1																																		43	51	94	Unflown	0.54				Alates	43	51	94	0.54	N.-Y. Su, pers. comm. In Jones et al. (1988)		
446	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	12	1	1984				USA	Sample	Several collections, single colony	1	2																																		776	960	1736	Unflown	0.552995392				Alates	776	960	1736	0.552995392	N.-Y. Su, pers. comm. In Jones et al. (1988)		
447	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1-5	1985	April?		Hallandale, Florida	USA	Total	Several collections, single colony			SR determined on subsamples of 100 alates																																	51148	17581	68729	Flown	0.255801772				Alates	51148	17581	68729	0.255801772	Su & Scheffrahn 1987		
448	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA -> 1	1	1987			Guangdong, Guangzhou	China	Sample	Single collection, single colony	1	1	13 years after initiation of colony. Lab-held nest																																	150	54	204	Flown	0.264705882				Alates	150	54	204	0.264705882	Crosland et al. 1994		
449	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA -> 1	2	1988			Guangdong, Guangzhou	China	Sample	Single collection, single colony	1	1	14 years after initiation of colony. Lab-held nest																																	200	121	321	Flown	0.37694704				Alates	200	121	321	0.37694704	Crosland et al. 1994		
450	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA -> 1	3	1991			Guangdong, Guangzhou	China	Sample	Single collection, single colony	1	1	17 years after initiation of colony. Lab-held nest																																	275	84	359	Flown	0.233983287				Alates	275	84	359	0.233983287	Crosland et al. 1994		
451	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus	NA -> 1	4	1993			Guangdong, Guangzhou	China	Sample	Single collection, single colony	1	1	19 years after initiation of colony. Lab-held nest																																	731	0	731	Flown	0				Alates	731	0	731	0	Crosland et al. 1994		
452	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	12	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.61			NA	Alates	NA	NA	nt(1989) = 9043	0.61	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
453	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	15	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.37			NA	Alates	NA	NA	nt(1989) = 9043	0.37	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
454	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	16	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.46			NA	Alates	NA	NA	nt(1989) = 9043	0.46	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
455	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	18	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.52			NA	Alates	NA	NA	nt(1989) = 9043	0.52	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
456	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	19	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.71			NA	Alates	NA	NA	nt(1989) = 9043	0.71	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
457	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	20	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.56			NA	Alates	NA	NA	nt(1989) = 9043	0.56	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
458	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	21	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.64			NA	Alates	NA	NA	nt(1989) = 9043	0.64	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
459	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	22	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.5			NA	Alates	NA	NA	nt(1989) = 9043	0.5	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
460	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	23	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.6			NA	Alates	NA	NA	nt(1989) = 9043	0.6	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
461	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	24	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.75			NA	Alates	NA	NA	nt(1989) = 9043	0.75	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
462	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	25	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.67			NA	Alates	NA	NA	nt(1989) = 9043	0.67	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
463	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	26	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.47			NA	Alates	NA	NA	nt(1989) = 9043	0.47	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
464	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	27	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.62			NA	Alates	NA	NA	nt(1989) = 9043	0.62	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
465	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	28	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.57			NA	Alates	NA	NA	nt(1989) = 9043	0.57	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
466	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	29	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.73			NA	Alates	NA	NA	nt(1989) = 9043	0.73	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
467	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	30	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.58			NA	Alates	NA	NA	nt(1989) = 9043	0.58	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
468	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	May	31	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.43			NA	Alates	NA	NA	nt(1989) = 9043	0.43	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
469	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	1	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.46			NA	Alates	NA	NA	nt(1989) = 9043	0.46	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
470	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	2	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.55			NA	Alates	NA	NA	nt(1989) = 9043	0.55	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
471	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	3	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.35			NA	Alates	NA	NA	nt(1989) = 9043	0.35	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
472	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	4	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.4			NA	Alates	NA	NA	nt(1989) = 9043	0.4	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
473	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	5	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.51			NA	Alates	NA	NA	nt(1989) = 9043	0.51	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
474	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	6	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.43			NA	Alates	NA	NA	nt(1989) = 9043	0.43	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
475	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	7	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.63			NA	Alates	NA	NA	nt(1989) = 9043	0.63	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
476	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	8	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.56			NA	Alates	NA	NA	nt(1989) = 9043	0.56	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
477	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	9	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.57			NA	Alates	NA	NA	nt(1989) = 9043	0.57	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
478	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	10	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.43			NA	Alates	NA	NA	nt(1989) = 9043	0.43	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
479	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	11	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.46			NA	Alates	NA	NA	nt(1989) = 9043	0.46	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
480	H_CopFor	Bifurcated	Heterotermitidae	Coptotermes	formosanus		1	1989	June	17	New Orleans, Louisiana	USA	Sample	Several collections, possibly several colonies	++?	++	Light trap																																	NA	NA	nt(1989) = 9043	Flown	0.33			NA	Alates	NA	NA	nt(1989) = 9043	0.33	Henderson & Delaplane 1994	Gregg Henderson no longer has the raw data	Data extrapolated from Figure 3
